# CODEX-b HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from PBC 2025 comparison plot (approximate)
# mass_GeV  u2_min  u2_max
0.30  5.0e-06  3.0e-05
0.40  2.5e-06  2.5e-05
0.50  1.2e-06  2.0e-05
0.60  7.0e-07  1.5e-05
0.70  4.0e-07  1.2e-05
0.80  2.5e-07  1.0e-05
0.90  1.5e-07  9.0e-06
1.00  1.0e-07  8.0e-06
1.20  5.0e-08  7.0e-06
1.50  2.5e-08  6.0e-06
2.00  5.0e-08  1.0e-05
2.50  2.0e-07  3.0e-05
3.00  1.0e-06  1.5e-04
