event,id,pt,eta,phi,momentum,mass
4724,	6000113,	100.083,	-1.01353,	0.632474,	156.041,	15
4724,	-6000113,	65.0372,	-0.436091,	2.16801,	71.32,	15
4725,	6000113,	38.1583,	0.328162,	0.522488,	40.2315,	15
4725,	-6000113,	86.1565,	-1.03179,	-1.49647,	136.233,	15
4726,	6000113,	113.695,	0.797477,	2.94165,	151.806,	15
4726,	-6000113,	32.3355,	1.49529,	-0.91573,	75.743,	15
4727,	6000113,	15.1102,	0.302663,	0.756712,	15.8076,	15
4727,	-6000113,	34.1683,	-2.85009,	-0.804655,	296.36,	15
4728,	6000113,	88.0687,	1.35648,	1.2397,	182.306,	15
4728,	-6000113,	34.8617,	2.89698,	2.81633,	316.797,	15
4729,	6000113,	31.2841,	-1.09549,	2.516,	52.0103,	15
4729,	-6000113,	164.893,	-0.397522,	0.801854,	178.094,	15
4730,	6000113,	15.0387,	-2.98669,	-0.973808,	149.413,	15
4730,	-6000113,	59.8218,	-0.316939,	2.71955,	62.8516,	15
4731,	6000113,	37.5542,	2.16325,	0.655833,	165.507,	15
4731,	-6000113,	26.2169,	-0.395531,	2.92402,	28.2946,	15
4732,	6000113,	37.6808,	0.149048,	-3.05027,	38.1001,	15
4732,	-6000113,	91.2504,	-1.07627,	1.40915,	149.404,	15
4733,	6000113,	27.5276,	2.29505,	-1.1646,	137.992,	15
4733,	-6000113,	122.523,	1.44837,	1.46957,	275.134,	15
4734,	6000113,	61.0252,	0.194499,	0.436162,	62.1831,	15
4734,	-6000113,	58.8295,	-0.150088,	-2.6576,	59.4934,	15
4735,	6000113,	21.0952,	-1.00666,	-3.09508,	32.7176,	15
4735,	-6000113,	18.3823,	2.64007,	2.41005,	129.462,	15
4736,	6000113,	49.012,	2.27853,	-2.03639,	241.746,	15
4736,	-6000113,	79.9787,	2.8735,	1.94054,	710.028,	15
4737,	6000113,	36.6067,	3.30775,	-0.502036,	500.785,	15
4737,	-6000113,	73.626,	2.15159,	2.8378,	320.819,	15
4738,	6000113,	43.3489,	-1.3203,	-0.00122456,	86.9493,	15
4738,	-6000113,	70.8147,	-0.413515,	-2.85728,	76.9559,	15
4739,	6000113,	97.303,	2.18365,	-2.9064,	437.437,	15
4739,	-6000113,	4.61384,	-0.417558,	-1.60253,	5.02194,	15
4740,	6000113,	53.4161,	-0.694771,	2.22698,	66.8353,	15
4740,	-6000113,	62.7501,	-0.0506369,	-0.891918,	62.8306,	15
4741,	6000113,	70.1638,	-0.388935,	0.352113,	75.5379,	15
4741,	-6000113,	52.9314,	0.0434258,	-3.11988,	52.9813,	15
4742,	6000113,	35.7107,	2.86421,	1.76722,	314.116,	15
4742,	-6000113,	54.0678,	4.48681,	-0.89982,	2401.93,	15
4743,	6000113,	33.9171,	0.586304,	-0.0654497,	39.9156,	15
4743,	-6000113,	77.4642,	-0.63468,	-2.90258,	93.597,	15
4744,	6000113,	29.4981,	1.64598,	0.228623,	79.3339,	15
4744,	-6000113,	50.5819,	-0.402166,	-2.89344,	54.7278,	15
4745,	6000113,	13.8844,	0.95974,	-1.93402,	20.785,	15
4745,	-6000113,	72.1036,	-1.65125,	2.92658,	194.872,	15
4746,	6000113,	33.9824,	-1.69681,	3.05088,	95.8263,	15
4746,	-6000113,	36.165,	0.672455,	-1.08093,	44.6546,	15
4747,	6000113,	48.6596,	0.459013,	-0.80038,	53.8764,	15
4747,	-6000113,	49.618,	-0.906408,	2.1578,	71.4347,	15
4748,	6000113,	103.982,	-0.416185,	2.63153,	113.118,	15
4748,	-6000113,	28.7351,	0.831578,	0.448628,	39.2565,	15
4749,	6000113,	50.0742,	-0.980374,	-1.22088,	76.1285,	15
4749,	-6000113,	49.4496,	0.319765,	1.83325,	51.9993,	15
4750,	6000113,	41.7838,	2.45732,	-2.3378,	245.67,	15
4750,	-6000113,	32.7464,	4.52854,	0.713477,	1516.71,	15
4751,	6000113,	31.7673,	1.05276,	2.793,	51.0583,	15
4751,	-6000113,	23.4577,	-1.86257,	-0.369955,	77.358,	15
4752,	6000113,	59.0759,	3.38931,	0.95862,	876.66,	15
4752,	-6000113,	57.1072,	2.60653,	-1.68297,	389.065,	15
4753,	6000113,	66.0954,	-1.02229,	0.0204728,	103.747,	15
4753,	-6000113,	57.5159,	-1.24908,	2.75825,	108.529,	15
4754,	6000113,	94.6819,	-1.99356,	0.474493,	354.008,	15
4754,	-6000113,	41.6207,	-1.61326,	-2.155,	108.596,	15
4755,	6000113,	48.6118,	0.154085,	1.47106,	49.1901,	15
4755,	-6000113,	77.7988,	-0.156445,	-2.08107,	78.7528,	15
4756,	6000113,	168.926,	-1.59624,	-2.45848,	433.896,	15
4756,	-6000113,	25.5821,	-1.34861,	1.70542,	52.5926,	15
4757,	6000113,	70.8878,	-1.02991,	-2.11903,	111.927,	15
4757,	-6000113,	43.5652,	0.0787402,	0.207769,	43.7004,	15
4758,	6000113,	76.7294,	-2.43417,	-2.24,	440.966,	15
4758,	-6000113,	49.7611,	-2.08814,	0.431956,	203.866,	15
4759,	6000113,	44.4975,	-1.93077,	2.58167,	156.628,	15
4759,	-6000113,	78.3066,	-2.82254,	-1.42513,	660.867,	15
4760,	6000113,	17.5316,	-2.37182,	-2.97323,	94.7595,	15
4760,	-6000113,	155.265,	-1.12373,	0.695613,	264.056,	15
4761,	6000113,	44.4522,	-0.402047,	-3.11848,	48.0935,	15
4761,	-6000113,	49.4649,	1.37921,	0.143411,	104.459,	15
4762,	6000113,	40.7427,	1.91104,	0.967739,	140.726,	15
4762,	-6000113,	90.7734,	1.35975,	-2.75689,	188.444,	15
4763,	6000113,	13.1277,	3.99554,	0.609531,	356.902,	15
4763,	-6000113,	14.4594,	-0.0328361,	-1.18956,	14.4672,	15
4764,	6000113,	138.552,	-0.998439,	1.68104,	213.543,	15
4764,	-6000113,	25.2174,	-0.820473,	-1.38177,	34.1922,	15
4765,	6000113,	59.1294,	1.79446,	3.00488,	182.783,	15
4765,	-6000113,	63.5689,	1.8576,	-0.0802569,	208.646,	15
4766,	6000113,	59.0782,	0.637732,	1.17073,	71.5045,	15
4766,	-6000113,	129.462,	-0.652277,	1.16456,	157.993,	15
4767,	6000113,	60.7058,	1.53761,	-1.35014,	147.768,	15
4767,	-6000113,	60.857,	1.40574,	1.7704,	131.565,	15
4768,	6000113,	10.7255,	2.34677,	-1.08012,	56.5631,	15
4768,	-6000113,	33.3862,	-1.35344,	2.96384,	68.9271,	15
4769,	6000113,	229.874,	2.55434,	1.55042,	1487.35,	15
4769,	-6000113,	54.0238,	2.67422,	2.67379,	393.563,	15
4770,	6000113,	43.8066,	-1.52265,	-1.38181,	105.19,	15
4770,	-6000113,	81.8975,	-1.84396,	1.60152,	265.337,	15
4771,	6000113,	119.026,	0.344383,	-0.699929,	126.154,	15
4771,	-6000113,	38.2778,	0.358815,	1.53986,	40.7685,	15
4772,	6000113,	59.1876,	-1.392,	-2.88409,	126.408,	15
4772,	-6000113,	61.858,	-1.76941,	0.505104,	186.745,	15
4773,	6000113,	35.4572,	2.89266,	2.44486,	320.827,	15
4773,	-6000113,	104.808,	2.45632,	-0.205267,	615.62,	15
4774,	6000113,	50.4896,	-0.172194,	-0.750593,	51.24,	15
4774,	-6000113,	73.1557,	-0.0155645,	2.36166,	73.1646,	15
4775,	6000113,	53.2335,	0.403708,	2.24501,	57.6308,	15
4775,	-6000113,	67.8294,	1.15719,	-0.816199,	118.543,	15
4776,	6000113,	7.11633,	-3.56027,	-1.21921,	125.252,	15
4776,	-6000113,	73.3741,	-0.270406,	2.53637,	76.073,	15
4777,	6000113,	66.5668,	2.18857,	2.06838,	300.699,	15
4777,	-6000113,	62.2457,	2.63422,	-1.14113,	435.849,	15
4778,	6000113,	34.3548,	-1.9431,	1.87874,	122.366,	15
4778,	-6000113,	55.5345,	-0.215489,	-1.53181,	56.8289,	15
4779,	6000113,	35.9154,	0.689637,	1.00641,	44.8,	15
4779,	-6000113,	33.6508,	2.90587,	-2.11509,	308.508,	15
4780,	6000113,	52.1925,	2.97536,	-0.110891,	512.733,	15
4780,	-6000113,	77.5964,	3.88759,	1.78972,	1893.89,	15
4781,	6000113,	31.6979,	0.616038,	0.159533,	37.9053,	15
4781,	-6000113,	42.828,	-1.59444,	-2.34212,	109.824,	15
4782,	6000113,	22.162,	-1.05518,	-3.06194,	35.6878,	15
4782,	-6000113,	117.861,	0.898934,	-2.59472,	168.776,	15
4783,	6000113,	44.3434,	2.64322,	2.3024,	313.277,	15
4783,	-6000113,	56.0475,	1.36745,	-0.909036,	117.141,	15
4784,	6000113,	99.4588,	0.741951,	-2.64779,	128.114,	15
4784,	-6000113,	19.8467,	-1.08559,	-0.425262,	32.7361,	15
4785,	6000113,	56.351,	2.57242,	-0.456015,	371.181,	15
4785,	-6000113,	38.95,	4.17275,	1.90518,	1264.1,	15
4786,	6000113,	87.4117,	0.959851,	3.05681,	130.867,	15
4786,	-6000113,	86.8551,	0.531822,	1.60623,	99.4301,	15
4787,	6000113,	60.2071,	-1.16981,	-1.6477,	106.32,	15
4787,	-6000113,	45.7283,	-2.41768,	2.10714,	258.568,	15
4788,	6000113,	43.824,	-1.63767,	0.277175,	116.958,	15
4788,	-6000113,	46.9858,	-3.19332,	-2.88248,	573.467,	15
4789,	6000113,	72.1151,	2.68738,	1.8702,	532.251,	15
4789,	-6000113,	42.6906,	1.06433,	2.9914,	69.241,	15
4790,	6000113,	25.4608,	-1.15619,	-2.99648,	44.4607,	15
4790,	-6000113,	350.266,	-0.471937,	2.23726,	390.001,	15
4791,	6000113,	49.6844,	-0.73549,	-0.750219,	63.7395,	15
4791,	-6000113,	73.6251,	-0.981852,	2.5756,	112.058,	15
4792,	6000113,	45.9515,	-0.683214,	2.21798,	57.0999,	15
4792,	-6000113,	58.0577,	-1.82963,	-0.812793,	185.554,	15
4793,	6000113,	27.3544,	-2.93177,	2.70147,	257.324,	15
4793,	-6000113,	124.844,	-2.34605,	-0.732982,	657.927,	15
4794,	6000113,	54.3568,	1.30228,	2.98474,	107.343,	15
4794,	-6000113,	68.1854,	1.44231,	-0.253914,	152.287,	15
4795,	6000113,	44.235,	-3.37491,	-1.75719,	647.067,	15
4795,	-6000113,	78.751,	-2.85478,	1.23108,	686.241,	15
4796,	6000113,	53.3291,	-0.0388629,	0.229434,	53.3693,	15
4796,	-6000113,	28.2432,	2.19336,	2.21263,	128.18,	15
4797,	6000113,	92.4821,	-1.28159,	2.33716,	179.413,	15
4797,	-6000113,	32.2555,	-2.2659,	-0.949828,	157.141,	15
4798,	6000113,	45.5913,	-1.46575,	-0.044232,	103.987,	15
4798,	-6000113,	32.7194,	0.568878,	2.9443,	38.158,	15
4799,	6000113,	46.488,	2.84846,	-2.5372,	402.563,	15
4799,	-6000113,	68.9546,	1.94196,	1.08749,	245.333,	15
4800,	6000113,	66.2025,	3.22277,	2.40022,	832.083,	15
4800,	-6000113,	64.6418,	2.35604,	-2.00254,	344.019,	15
4801,	6000113,	53.7383,	1.52119,	-2.33115,	128.868,	15
4801,	-6000113,	38.1376,	3.36586,	0.863845,	552.859,	15
4802,	6000113,	58.7576,	0.923746,	2.11915,	85.6609,	15
4802,	-6000113,	52.5008,	1.82439,	-0.697426,	166.961,	15
4803,	6000113,	110.927,	0.293804,	-2.73605,	115.75,	15
4803,	-6000113,	33.3328,	0.495568,	0.71725,	37.5103,	15
4804,	6000113,	37.8674,	-1.44782,	-2.19476,	84.9914,	15
4804,	-6000113,	66.9635,	-0.152144,	1.26582,	67.7401,	15
4805,	6000113,	41.562,	1.88243,	-0.679504,	139.682,	15
4805,	-6000113,	91.5813,	0.970472,	1.43029,	138.201,	15
4806,	6000113,	51.4251,	1.15666,	1.01878,	89.8356,	15
4806,	-6000113,	53.7728,	-0.085282,	-1.44632,	53.9685,	15
4807,	6000113,	79.8962,	-1.29482,	0.688645,	156.767,	15
4807,	-6000113,	49.5066,	-0.153671,	2.36209,	50.0923,	15
4808,	6000113,	83.423,	1.3873,	-2.15874,	177.431,	15
4808,	-6000113,	48.4414,	0.844983,	1.84696,	66.7887,	15
4809,	6000113,	52.0783,	-3.25751,	1.84628,	677.619,	15
4809,	-6000113,	31.5449,	-1.49604,	-1.28062,	73.9411,	15
4810,	6000113,	98.2212,	-0.726965,	2.15941,	125.338,	15
4810,	-6000113,	51.8166,	-0.256915,	0.263299,	53.5361,	15
4811,	6000113,	43.8915,	-0.32512,	-2.75688,	46.2317,	15
4811,	-6000113,	74.4301,	0.550714,	-0.120629,	86.0051,	15
4812,	6000113,	29.4596,	-0.394744,	-2.84816,	31.7848,	15
4812,	-6000113,	75.7156,	-1.99306,	1.38969,	282.958,	15
4813,	6000113,	17.8573,	1.31068,	-0.951169,	35.5212,	15
4813,	-6000113,	176.271,	2.32883,	1.22514,	913.375,	15
4814,	6000113,	130.99,	1.06436,	-0.932717,	212.462,	15
4814,	-6000113,	94.1344,	1.22658,	-2.0759,	174.282,	15
4815,	6000113,	38.3472,	-2.42853,	-2.48778,	219.16,	15
4815,	-6000113,	44.8711,	-4.18043,	0.696443,	1467.5,	15
4816,	6000113,	57.2973,	1.39846,	0.926706,	123.072,	15
4816,	-6000113,	64.7994,	1.71098,	-2.56594,	185.166,	15
4817,	6000113,	30.7682,	3.0956,	-0.338334,	340.691,	15
4817,	-6000113,	25.9203,	0.413174,	2.7307,	28.1645,	15
4818,	6000113,	44.2393,	-0.661475,	-2.36591,	54.2759,	15
4818,	-6000113,	94.0811,	-0.267301,	1.47177,	97.4622,	15
4819,	6000113,	70.4271,	-0.440085,	-2.29124,	77.3579,	15
4819,	-6000113,	46.7576,	-1.5184,	0.570501,	111.844,	15
4820,	6000113,	59.8313,	1.09021,	-1.53118,	99.0519,	15
4820,	-6000113,	62.0215,	-0.103432,	2.97336,	62.3536,	15
4821,	6000113,	19.6658,	0.698044,	2.74917,	24.6548,	15
4821,	-6000113,	150.697,	1.60911,	-1.34552,	391.693,	15
4822,	6000113,	27.4755,	0.670044,	-2.45513,	33.8774,	15
4822,	-6000113,	116.396,	-0.160439,	0.216793,	117.898,	15
4823,	6000113,	121.815,	1.28883,	-0.686739,	237.791,	15
4823,	-6000113,	22.5951,	2.65621,	-2.90685,	161.695,	15
4824,	6000113,	43.365,	1.46185,	2.47812,	98.5629,	15
4824,	-6000113,	64.3257,	0.337547,	-0.969609,	68.0252,	15
4825,	6000113,	76.0976,	1.06441,	1.01093,	123.433,	15
4825,	-6000113,	49.8792,	1.50346,	-1.58457,	117.704,	15
4826,	6000113,	36.5027,	0.694502,	0.157447,	45.6655,	15
4826,	-6000113,	41.4875,	-1.48878,	-1.79387,	96.6104,	15
4827,	6000113,	33.2034,	0.572619,	1.1679,	38.7973,	15
4827,	-6000113,	11.6006,	4.06574,	-1.89498,	338.303,	15
4828,	6000113,	9.84447,	0.934099,	-0.679355,	14.4608,	15
4828,	-6000113,	60.0341,	3.13475,	3.01659,	691.183,	15
4829,	6000113,	75.0959,	-1.69346,	-2.34594,	211.1,	15
4829,	-6000113,	28.6785,	-3.3967,	-0.104502,	428.725,	15
4830,	6000113,	75.3242,	0.190059,	0.584991,	76.6887,	15
4830,	-6000113,	53.2106,	-0.535304,	2.79556,	61.0181,	15
4831,	6000113,	68.3284,	0.897428,	1.82785,	97.7404,	15
4831,	-6000113,	55.0151,	0.951438,	-1.04102,	81.8519,	15
4832,	6000113,	116.981,	-2.39761,	0.299178,	648.528,	15
4832,	-6000113,	41.479,	-1.94085,	-1.63852,	147.422,	15
4833,	6000113,	184.95,	-0.10988,	1.99523,	186.068,	15
4833,	-6000113,	19.9789,	0.0590253,	-1.62593,	20.0137,	15
4834,	6000113,	51.7626,	-0.457373,	-2.01133,	57.2717,	15
4834,	-6000113,	71.8561,	-0.747866,	0.775406,	92.905,	15
4835,	6000113,	94.6292,	1.85117,	-0.944961,	308.696,	15
4835,	-6000113,	38.2646,	1.0437,	1.26196,	61.0676,	15
4836,	6000113,	57.5429,	-0.408868,	-0.0342638,	62.4201,	15
4836,	-6000113,	65.2343,	-0.80529,	-3.09385,	87.5543,	15
4837,	6000113,	30.1316,	-1.77793,	0.957913,	91.6989,	15
4837,	-6000113,	12.475,	-5.27076,	-1.65122,	1213.63,	15
4838,	6000113,	30.4225,	-2.7943,	2.67596,	249.653,	15
4838,	-6000113,	52.9584,	-0.851108,	-0.610914,	73.3258,	15
4839,	6000113,	59.8647,	-0.646692,	-2.56172,	72.8251,	15
4839,	-6000113,	51.8658,	0.322662,	1.04917,	54.5891,	15
4840,	6000113,	40.9094,	0.936075,	-0.712302,	60.1802,	15
4840,	-6000113,	33.6241,	3.12941,	-2.84796,	385.066,	15
4841,	6000113,	42.1966,	-0.625199,	1.04952,	50.7156,	15
4841,	-6000113,	101.087,	-0.675496,	-2.73319,	125.04,	15
4842,	6000113,	77.1046,	-0.739009,	2.87443,	99.1351,	15
4842,	-6000113,	79.1741,	0.370901,	1.79146,	84.6827,	15
4843,	6000113,	19.2457,	1.13074,	2.86163,	32.9171,	15
4843,	-6000113,	175.394,	0.624129,	-0.707534,	210.678,	15
4844,	6000113,	53.1563,	-2.93448,	-0.373429,	501.395,	15
4844,	-6000113,	36.0609,	-1.31257,	-3.10872,	71.8484,	15
4845,	6000113,	54.2112,	-2.78122,	0.318158,	439.128,	15
4845,	-6000113,	67.4695,	-2.5993,	-2.8624,	456.385,	15
4846,	6000113,	39.358,	-2.39622,	0.25549,	217.898,	15
4846,	-6000113,	32.6733,	-0.242782,	-2.70597,	33.6409,	15
4847,	6000113,	78.3968,	1.69212,	0.0756645,	220.103,	15
4847,	-6000113,	42.1287,	2.45672,	2.85041,	247.552,	15
4848,	6000113,	41.9558,	0.0112675,	-1.66181,	41.9584,	15
4848,	-6000113,	35.0857,	-2.03198,	1.37166,	136.136,	15
4849,	6000113,	45.8344,	-0.66337,	-3.11367,	56.2946,	15
4849,	-6000113,	44.4842,	0.956324,	-0.0850898,	66.4241,	15
4850,	6000113,	11.6139,	2.96408,	-1.5935,	112.82,	15
4850,	-6000113,	30.0175,	-0.795086,	-0.646518,	40.0159,	15
4851,	6000113,	65.2089,	0.861691,	-1.14783,	90.9536,	15
4851,	-6000113,	53.1386,	0.374933,	1.99102,	56.9176,	15
4852,	6000113,	49.8731,	0.831682,	1.50647,	68.139,	15
4852,	-6000113,	50.2557,	2.64844,	0.220981,	356.885,	15
4853,	6000113,	29.915,	3.13453,	1.79918,	344.341,	15
4853,	-6000113,	31.2071,	0.400084,	1.10555,	33.7382,	15
4854,	6000113,	76.8074,	1.24069,	1.20372,	143.905,	15
4854,	-6000113,	77.167,	0.769553,	-0.523817,	101.167,	15
4855,	6000113,	72.5405,	-2.36678,	0.807929,	390.151,	15
4855,	-6000113,	72.4286,	-1.13597,	1.88514,	124.407,	15
4856,	6000113,	63.0838,	-1.6425,	-0.27288,	169.114,	15
4856,	-6000113,	59.0598,	-1.84855,	2.83398,	192.183,	15
4857,	6000113,	291.404,	0.164301,	-0.786284,	295.346,	15
4857,	-6000113,	19.9474,	-1.04188,	-1.60053,	31.7896,	15
4858,	6000113,	139.784,	-2.53089,	1.14931,	883.737,	15
4858,	-6000113,	28.5215,	-2.42611,	-2.66184,	162.618,	15
4859,	6000113,	28.2254,	-0.911005,	-0.517159,	40.7707,	15
4859,	-6000113,	82.4722,	0.699062,	-2.71605,	103.458,	15
4860,	6000113,	58.0476,	0.952669,	1.30013,	86.4424,	15
4860,	-6000113,	64.4852,	0.826953,	-1.97792,	87.8198,	15
4861,	6000113,	71.512,	1.07678,	-1.50447,	117.133,	15
4861,	-6000113,	51.5314,	1.09785,	1.55953,	85.8332,	15
4862,	6000113,	62.1714,	-0.497624,	0.63778,	70.0293,	15
4862,	-6000113,	56.0556,	0.00178432,	-2.46294,	56.0557,	15
4863,	6000113,	21.6954,	4.14878,	-2.07439,	687.445,	15
4863,	-6000113,	39.6897,	1.50989,	1.44792,	94.2072,	15
4864,	6000113,	35.184,	-2.89687,	-1.80935,	319.691,	15
4864,	-6000113,	87.5592,	-1.85246,	1.96334,	285.983,	15
4865,	6000113,	49.0016,	0.0527963,	-2.47987,	49.0699,	15
4865,	-6000113,	71.2125,	0.56793,	0.534495,	83.0091,	15
4866,	6000113,	35.8832,	1.5124,	2.98394,	85.366,	15
4866,	-6000113,	125.388,	-0.035942,	-2.67823,	125.469,	15
4867,	6000113,	28.7963,	0.699753,	2.4356,	36.1388,	15
4867,	-6000113,	24.6528,	-2.22993,	-0.573405,	115.951,	15
4868,	6000113,	27.0094,	0.763144,	0.0968118,	35.2635,	15
4868,	-6000113,	20.2774,	-2.46845,	-1.94433,	120.537,	15
4869,	6000113,	15.3006,	-1.24517,	1.08354,	28.776,	15
4869,	-6000113,	15.1054,	-4.79633,	-2.42028,	914.43,	15
4870,	6000113,	46.9164,	1.88721,	-2.89226,	158.399,	15
4870,	-6000113,	53.2467,	0.527762,	0.517131,	60.8359,	15
4871,	6000113,	46.2714,	0.595327,	2.57659,	54.7161,	15
4871,	-6000113,	80.6301,	0.793984,	-0.686443,	107.409,	15
4872,	6000113,	51.625,	-1.07909,	2.09757,	84.7143,	15
4872,	-6000113,	56.0868,	-2.25894,	-0.25431,	271.386,	15
4873,	6000113,	40.2192,	2.05112,	-1.85887,	158.97,	15
4873,	-6000113,	32.3336,	4.20338,	1.66675,	1082,	15
4874,	6000113,	154.547,	-1.07585,	1.82784,	252.955,	15
4874,	-6000113,	67.4828,	-0.135212,	1.16093,	68.1006,	15
4875,	6000113,	61.3478,	-2.05027,	1.37563,	242.284,	15
4875,	-6000113,	45.3955,	-3.13445,	-1.54391,	522.491,	15
4876,	6000113,	16.1174,	3.0895,	-2.90744,	177.385,	15
4876,	-6000113,	52.0783,	0.285961,	-0.938368,	54.2222,	15
4877,	6000113,	84.0849,	-0.0194267,	1.73848,	84.1008,	15
4877,	-6000113,	52.8757,	-0.0965244,	-2.26343,	53.1223,	15
4878,	6000113,	20.7256,	-1.43851,	-2.11506,	46.1318,	15
4878,	-6000113,	76.5403,	-3.14891,	1.92383,	893.74,	15
4879,	6000113,	65.3924,	-3.38727,	0.447536,	968.429,	15
4879,	-6000113,	48.3748,	-2.60324,	-2.42064,	328.501,	15
4880,	6000113,	43.9021,	-3.43293,	-2.47144,	680.471,	15
4880,	-6000113,	42.557,	-1.73457,	0.278826,	124.329,	15
4881,	6000113,	71.0253,	1.36174,	1.25717,	147.704,	15
4881,	-6000113,	77.9486,	0.75426,	2.99447,	101.193,	15
4882,	6000113,	49.862,	-2.58442,	0.648707,	332.355,	15
4882,	-6000113,	73.4498,	-2.37521,	-2.53457,	398.33,	15
4883,	6000113,	44.7287,	-2.25516,	-1.44007,	215.629,	15
4883,	-6000113,	40.8635,	-0.51232,	1.39491,	46.3445,	15
4884,	6000113,	18.9773,	-0.316909,	-1.74823,	19.9383,	15
4884,	-6000113,	460.684,	0.160793,	-2.94156,	466.652,	15
4885,	6000113,	47.8083,	-4.08174,	-0.743677,	1416.69,	15
4885,	-6000113,	46.9719,	-2.40592,	-2.73134,	262.545,	15
4886,	6000113,	30.7019,	2.15827,	-0.990572,	134.653,	15
4886,	-6000113,	111.622,	0.8499,	0.842136,	154.422,	15
4887,	6000113,	61.9631,	1.44494,	-2.31533,	138.715,	15
4887,	-6000113,	55.7653,	1.95983,	0.777749,	201.844,	15
4888,	6000113,	53.2632,	-0.0705457,	2.32491,	53.3958,	15
4888,	-6000113,	63.1756,	-0.722903,	-0.710577,	80.4145,	15
4889,	6000113,	48.3833,	-2.69965,	-2.43287,	361.464,	15
4889,	-6000113,	64.3528,	-1.82632,	0.45067,	205.027,	15
4890,	6000113,	62.1799,	1.92623,	-2.05407,	217.919,	15
4890,	-6000113,	62.0272,	1.48523,	1.29812,	143.979,	15
4891,	6000113,	99.8435,	1.39194,	-1.90967,	213.228,	15
4891,	-6000113,	53.8961,	0.848202,	2.58626,	74.4744,	15
4892,	6000113,	64.9003,	1.63761,	-0.237073,	173.196,	15
4892,	-6000113,	58.673,	0.881803,	3.01839,	83.0013,	15
4893,	6000113,	83.6389,	2.36776,	1.76126,	450.277,	15
4893,	-6000113,	43.5509,	2.63358,	-1.3553,	304.756,	15
4894,	6000113,	84.327,	0.156754,	1.11472,	85.3652,	15
4894,	-6000113,	26.9733,	2.25047,	0.631746,	129.439,	15
4895,	6000113,	68.9914,	0.768636,	-1.01581,	90.3948,	15
4895,	-6000113,	42.1855,	1.96557,	1.42599,	153.535,	15
4896,	6000113,	83.1577,	-0.0223476,	2.69134,	83.1785,	15
4896,	-6000113,	44.7999,	0.0199505,	-0.691461,	44.8088,	15
4897,	6000113,	49.9768,	2.02424,	1.06468,	192.472,	15
4897,	-6000113,	44.0977,	0.555148,	-2.1704,	51.0692,	15
4898,	6000113,	38.1815,	4.25135,	-2.56349,	1340.45,	15
4898,	-6000113,	20.0984,	1.73419,	-0.636007,	58.696,	15
4899,	6000113,	70.8282,	-0.779777,	-2.54091,	93.4753,	15
4899,	-6000113,	74.5507,	-0.0622929,	-0.840693,	74.6954,	15
4900,	6000113,	25.634,	0.377658,	-1.79767,	27.4839,	15
4900,	-6000113,	156.078,	0.781508,	0.458378,	206.217,	15
4901,	6000113,	173.905,	-0.694661,	-3.0222,	217.579,	15
4901,	-6000113,	66.4202,	-1.74428,	2.96917,	195.825,	15
4902,	6000113,	13.0979,	-2.08145,	2.99526,	53.3141,	15
4902,	-6000113,	25.1845,	1.6851,	0.359418,	70.2447,	15
4903,	6000113,	49.0267,	1.4119,	-3.12819,	106.57,	15
4903,	-6000113,	73.9568,	1.11941,	-0.0939344,	125.339,	15
4904,	6000113,	36.826,	-1.05515,	2.02843,	59.2999,	15
4904,	-6000113,	160.266,	-1.46885,	-2.60345,	366.564,	15
4905,	6000113,	9.22415,	-3.10606,	2.57745,	103.207,	15
4905,	-6000113,	127.29,	-0.576211,	0.713023,	149.013,	15
4906,	6000113,	56.2076,	-2.32898,	-0.976553,	291.292,	15
4906,	-6000113,	61.9462,	-3.16857,	2.21001,	737.638,	15
4907,	6000113,	20.118,	0.0602425,	-0.287976,	20.1545,	15
4907,	-6000113,	169.715,	-0.490155,	-2.78342,	190.514,	15
4908,	6000113,	38.4525,	0.728353,	-2.80355,	49.1109,	15
4908,	-6000113,	97.7845,	0.420166,	-0.117765,	106.544,	15
4909,	6000113,	32.8133,	0.409987,	-2.20334,	35.61,	15
4909,	-6000113,	83.2373,	-0.815869,	0.280113,	112.512,	15
4910,	6000113,	75.9516,	-1.36561,	-0.495398,	158.485,	15
4910,	-6000113,	85.6837,	-0.568242,	1.76746,	99.8935,	15
4911,	6000113,	64.2297,	3.9716,	-0.58275,	1704.92,	15
4911,	-6000113,	15.4307,	1.87151,	-2.10729,	51.3224,	15
4912,	6000113,	60.7461,	1.17818,	-1.20608,	108.016,	15
4912,	-6000113,	62.2062,	1.18435,	1.69105,	111.178,	15
4913,	6000113,	35.0024,	2.39742,	3.01321,	194.014,	15
4913,	-6000113,	15.6286,	-0.726464,	0.584499,	19.9372,	15
4914,	6000113,	77.8009,	0.547858,	-0.133643,	89.7718,	15
4914,	-6000113,	39.1795,	1.4978,	2.6565,	91.983,	15
4915,	6000113,	19.5814,	1.46162,	0.095429,	44.4967,	15
4915,	-6000113,	137.099,	2.39444,	2.72741,	757.699,	15
4916,	6000113,	109.588,	0.154674,	2.20543,	110.901,	15
4916,	-6000113,	19.1065,	-1.90301,	-3.00082,	65.4893,	15
4917,	6000113,	24.2909,	0.853318,	-2.42973,	33.6844,	15
4917,	-6000113,	76.6482,	-1.05136,	-0.343186,	123.059,	15
4918,	6000113,	65.3307,	1.26677,	1.68938,	125.144,	15
4918,	-6000113,	48.3609,	0.387143,	-1.16802,	52.0306,	15
4919,	6000113,	58.7656,	1.75168,	2.47242,	174.468,	15
