event,id,pt,eta,phi,momentum,mass
14074,	-6000113,	58.6505,	2.26783,	0.0447971,	286.273,	15
14075,	6000113,	60.2705,	-0.384225,	2.51973,	64.7744,	15
14075,	-6000113,	95.253,	-0.565761,	-1.92386,	110.909,	15
14076,	6000113,	34.2011,	-2.8962,	0.225875,	310.552,	15
14076,	-6000113,	45.7392,	-0.957383,	-2.9555,	68.3519,	15
14077,	6000113,	10.6747,	-4.5187,	0.315657,	489.582,	15
14077,	-6000113,	20.4864,	-0.620857,	2.64073,	24.5633,	15
14078,	6000113,	90.2902,	1.72065,	2.46428,	260.357,	15
14078,	-6000113,	24.1775,	3.70764,	1.25677,	493.002,	15
14079,	6000113,	34.8917,	-0.092549,	-2.63154,	35.0413,	15
14079,	-6000113,	13.9955,	-3.49333,	-1.94507,	230.407,	15
14080,	6000113,	52.0044,	0.0370371,	2.99921,	52.0401,	15
14080,	-6000113,	53.5844,	1.11872,	-0.00615565,	90.7619,	15
14081,	6000113,	22.3404,	0.598849,	3.07734,	26.4675,	15
14081,	-6000113,	40.7618,	3.12671,	-1.29071,	465.556,	15
14082,	6000113,	61.1262,	-3.7653,	-2.93116,	1320.32,	15
14082,	-6000113,	61.7558,	-4.06166,	-0.179328,	1793.63,	15
14083,	6000113,	193.785,	0.524278,	-0.228808,	221.033,	15
14083,	-6000113,	25.0353,	0.0675683,	1.61362,	25.0925,	15
14084,	6000113,	69.9712,	-0.505621,	-1.09496,	79.1076,	15
14084,	-6000113,	75.3001,	-1.33328,	0.510103,	152.749,	15
14085,	6000113,	65.385,	-2.32394,	0.621951,	337.18,	15
14085,	-6000113,	46.2128,	-3.30196,	-2.90838,	628.552,	15
14086,	6000113,	29.2446,	-3.15924,	2.56445,	345.017,	15
14086,	-6000113,	9.33213,	0.352781,	-1.03434,	9.91889,	15
14087,	6000113,	56.5206,	-0.176376,	1.49734,	57.402,	15
14087,	-6000113,	71.7173,	-0.757524,	-0.780638,	93.2976,	15
14088,	6000113,	77.8702,	0.0930598,	-0.786974,	78.2076,	15
14088,	-6000113,	42.5676,	-0.618176,	2.07528,	50.9634,	15
14089,	6000113,	44.5269,	-1.48086,	-2.89588,	102.95,	15
14089,	-6000113,	56.6682,	0.09406,	-0.43118,	56.9191,	15
14090,	6000113,	220.636,	-1.28472,	-2.8766,	429.177,	15
14090,	-6000113,	44.7866,	-1.26511,	-1.59952,	85.6701,	15
14091,	6000113,	66.0076,	0.836731,	2.27762,	90.4941,	15
14091,	-6000113,	55.7811,	1.73913,	-1.8476,	163.663,	15
14092,	6000113,	33.8717,	-0.61024,	-2.34885,	40.3767,	15
14092,	-6000113,	60.1898,	1.3692,	1.76638,	125.993,	15
14093,	6000113,	57.1396,	-1.72636,	-1.75245,	165.65,	15
14093,	-6000113,	58.4677,	-1.07346,	1.37945,	95.5161,	15
14094,	6000113,	46.1453,	0.488573,	2.28193,	51.7632,	15
14094,	-6000113,	77.1086,	-0.0303449,	-0.64172,	77.1441,	15
14095,	6000113,	52.3137,	-3.07569,	-2.05876,	567.892,	15
14095,	-6000113,	46.5255,	-1.76428,	0.819086,	139.779,	15
14096,	6000113,	36.3912,	0.4149,	2.82475,	39.5686,	15
14096,	-6000113,	100.86,	0.3005,	-0.452622,	105.448,	15
14097,	6000113,	30.6204,	1.05894,	0.957034,	49.454,	15
14097,	-6000113,	30.9222,	3.5095,	-2.38036,	517.35,	15
14098,	6000113,	75.7785,	-2.25021,	1.31316,	363.552,	15
14098,	-6000113,	43.9082,	-3.10502,	-1.25552,	490.771,	15
14099,	6000113,	58.7386,	0.674279,	0.989131,	72.6051,	15
14099,	-6000113,	109.848,	1.31358,	2.48851,	219.054,	15
14100,	6000113,	72.8134,	-0.355811,	1.20323,	77.4713,	15
14100,	-6000113,	48.5605,	-1.26552,	-1.07549,	92.9211,	15
14101,	6000113,	39.938,	0.783158,	0.714705,	52.8247,	15
14101,	-6000113,	41.0692,	2.66042,	-2.61169,	295.127,	15
14102,	6000113,	36.1844,	3.50521,	2.93776,	602.802,	15
14102,	-6000113,	58.6005,	1.34227,	2.87496,	119.807,	15
14103,	6000113,	51.0615,	1.21187,	1.13073,	93.3762,	15
14103,	-6000113,	42.1794,	-0.320148,	-1.78732,	44.3595,	15
14104,	6000113,	53.282,	1.39758,	-1.15424,	114.359,	15
14104,	-6000113,	70.459,	1.37399,	2.07869,	148.111,	15
14105,	6000113,	53.2915,	-3.40012,	0.235523,	799.401,	15
14105,	-6000113,	58.4229,	-2.53738,	-2.85957,	371.733,	15
14106,	6000113,	54.711,	-1.13318,	-2.84032,	93.7613,	15
14106,	-6000113,	221.645,	-0.05421,	-2.78476,	221.971,	15
14107,	6000113,	64.0957,	-0.0313432,	0.698827,	64.1272,	15
14107,	-6000113,	58.0545,	0.19668,	-2.74435,	59.181,	15
14108,	6000113,	39.573,	-0.567717,	-2.16191,	46.1234,	15
14108,	-6000113,	123.737,	-0.165352,	2.14092,	125.433,	15
14109,	6000113,	45.0086,	-2.53994,	-2.51059,	287.104,	15
14109,	-6000113,	54.4526,	-0.73534,	-0.939919,	69.8499,	15
14110,	6000113,	42.2336,	-2.96343,	-2.88831,	410,	15
14110,	-6000113,	79.7073,	-2.24705,	0.0217837,	381.22,	15
14111,	6000113,	32.5641,	1.60808,	1.67422,	84.5605,	15
14111,	-6000113,	43.3076,	-0.524733,	-1.08837,	49.4079,	15
14112,	6000113,	53.3728,	-0.812622,	0.537922,	71.9866,	15
14112,	-6000113,	67.3817,	-1.27022,	-2.27805,	129.454,	15
14113,	6000113,	40.7459,	-0.121724,	0.876839,	41.0481,	15
14113,	-6000113,	88.9016,	-0.320961,	-2.29172,	93.5202,	15
14114,	6000113,	53.687,	-1.79269,	-0.286701,	165.68,	15
14114,	-6000113,	57.7092,	-0.952241,	2.71396,	85.9112,	15
14115,	6000113,	67.9391,	1.81867,	-2.19141,	214.887,	15
14115,	-6000113,	54.4751,	1.65277,	0.747299,	147.435,	15
14116,	6000113,	46.1839,	3.02498,	2.14849,	476.667,	15
14116,	-6000113,	74.2514,	2.31287,	-1.43455,	378.77,	15
14117,	6000113,	208.164,	-0.885049,	1.12926,	295.156,	15
14117,	-6000113,	173.979,	-0.502811,	1.64996,	196.439,	15
14118,	6000113,	20.8882,	-2.87748,	0.0245944,	186.173,	15
14118,	-6000113,	16.1692,	0.756753,	2.82172,	21.0242,	15
14119,	6000113,	19.2253,	1.89787,	-0.126846,	65.5733,	15
14119,	-6000113,	23.4739,	-1.53084,	-3.10023,	56.7883,	15
14120,	6000113,	98.2578,	-0.720438,	-0.547325,	124.879,	15
14120,	-6000113,	34.9658,	-1.22783,	2.66319,	64.8047,	15
14121,	6000113,	55.497,	1.12659,	1.65412,	94.6019,	15
14121,	-6000113,	64.118,	1.64467,	-1.87406,	172.233,	15
14122,	6000113,	59.6567,	0.0525184,	0.0453116,	59.739,	15
14122,	-6000113,	60.6733,	-0.312328,	2.93553,	63.6567,	15
14123,	6000113,	18.6858,	-1.81155,	-2.49056,	58.7046,	15
14123,	-6000113,	45.9907,	0.917852,	1.02084,	66.7619,	15
14124,	6000113,	63.8027,	-1.19022,	0.26056,	114.588,	15
14124,	-6000113,	55.4783,	-1.63557,	-2.84504,	147.773,	15
14125,	6000113,	3.98822,	0.633941,	-1.78631,	4.81682,	15
14125,	-6000113,	105.047,	-2.1123,	-1.74967,	440.577,	15
14126,	6000113,	47.5267,	0.598712,	-2.41751,	56.3024,	15
14126,	-6000113,	56.4034,	-0.651856,	0.254286,	68.8171,	15
14127,	6000113,	82.4998,	0.471377,	1.07404,	91.8363,	15
14127,	-6000113,	67.6832,	-0.633441,	-0.132117,	81.7222,	15
14128,	6000113,	53.96,	1.77892,	1.18945,	164.37,	15
14128,	-6000113,	66.2473,	1.25029,	-1.56568,	125.134,	15
14129,	6000113,	247.749,	0.832225,	1.58903,	338.612,	15
14129,	-6000113,	225.836,	0.484558,	1.20977,	252.872,	15
14130,	6000113,	54.085,	-0.866358,	2.49566,	75.6842,	15
14130,	-6000113,	85.2617,	0.164534,	0.903806,	86.4184,	15
14131,	6000113,	53.9515,	-0.275829,	1.02059,	56.0169,	15
14131,	-6000113,	66.0271,	0.22217,	-2.33827,	67.6634,	15
14132,	6000113,	41.4898,	0.543236,	3.10781,	47.7637,	15
14132,	-6000113,	23.8403,	3.08792,	-0.535481,	261.97,	15
14133,	6000113,	49.0528,	-0.261222,	2.25691,	50.736,	15
14133,	-6000113,	75.3844,	-0.416249,	-1.03441,	82.0099,	15
14134,	6000113,	27.8089,	2.87841,	-2.20739,	248.085,	15
14134,	-6000113,	45.334,	0.584942,	1.81658,	53.3134,	15
14135,	6000113,	50.6559,	-1.86956,	0.368498,	168.168,	15
14135,	-6000113,	51.1331,	-0.422015,	-2.83386,	55.7544,	15
14136,	6000113,	33.17,	1.82718,	2.86999,	105.766,	15
14136,	-6000113,	84.7132,	2.92718,	0.190808,	793.272,	15
14137,	6000113,	83.8731,	-1.25538,	-2.35649,	159.113,	15
14137,	-6000113,	42.7996,	-0.625354,	1.29958,	51.4447,	15
14138,	6000113,	46.7517,	-1.68144,	0.246577,	129.956,	15
14138,	-6000113,	154.62,	-1.1424,	1.68044,	266.975,	15
14139,	6000113,	117.383,	0.193553,	-2.84109,	119.589,	15
14139,	-6000113,	34.301,	0.510092,	-0.430941,	38.861,	15
14140,	6000113,	54.1995,	-1.55808,	2.16316,	134.421,	15
14140,	-6000113,	51.8784,	-0.464497,	-1.11661,	57.5763,	15
14141,	6000113,	48.2966,	0.207909,	-0.90261,	49.3442,	15
14141,	-6000113,	183.614,	-0.0723212,	0.437032,	184.094,	15
14142,	6000113,	57.1208,	-0.136849,	1.80839,	57.6565,	15
14142,	-6000113,	30.378,	-2.01761,	-1.83611,	116.246,	15
14143,	6000113,	44.8211,	-1.69182,	1.28348,	125.803,	15
14143,	-6000113,	131.533,	-1.54771,	-0.523219,	323.14,	15
14144,	6000113,	152.07,	-1.22537,	2.34694,	281.259,	15
14144,	-6000113,	43.1276,	-2.59644,	2.58335,	290.906,	15
14145,	6000113,	56.9737,	-1.17552,	-1.44617,	101.085,	15
14145,	-6000113,	66.3617,	-2.01995,	2.67967,	254.519,	15
14146,	6000113,	49.7465,	-2.34737,	-0.857709,	262.505,	15
14146,	-6000113,	76.7434,	-2.32041,	2.15536,	394.389,	15
14147,	6000113,	43.5093,	0.684426,	1.58058,	54.1041,	15
14147,	-6000113,	71.6619,	1.48902,	-1.39921,	166.913,	15
14148,	6000113,	63.9023,	2.23465,	-3.03799,	301.946,	15
14148,	-6000113,	53.7217,	1.4789,	0.51958,	123.99,	15
14149,	6000113,	53.8094,	3.38628,	-2.0727,	796.098,	15
14149,	-6000113,	64.8024,	2.88825,	0.918273,	583.787,	15
14150,	6000113,	59.4584,	2.45289,	-1.15532,	348.066,	15
14150,	-6000113,	62.9016,	2.01237,	2.00417,	239.487,	15
14151,	6000113,	91.8086,	-2.69193,	2.07178,	680.667,	15
14151,	-6000113,	36.6459,	-1.97413,	-1.01018,	134.476,	15
14152,	6000113,	65.8912,	-1.35073,	0.290614,	135.712,	15
14152,	-6000113,	73.427,	0.223673,	0.277465,	75.2714,	15
14153,	6000113,	36.0398,	0.761047,	1.40042,	46.9903,	15
14153,	-6000113,	473.386,	0.302784,	2.1575,	495.251,	15
14154,	6000113,	58.1912,	0.174321,	-0.351476,	59.0775,	15
14154,	-6000113,	65.5768,	0.183583,	3.06455,	66.6849,	15
14155,	6000113,	53.6281,	1.66202,	-1.21372,	146.396,	15
14155,	-6000113,	66.1129,	1.16945,	2.0259,	116.714,	15
14156,	6000113,	56.7285,	0.708111,	1.87847,	71.5553,	15
14156,	-6000113,	28.7858,	-1.22602,	-1.37644,	53.2696,	15
14157,	6000113,	58.0798,	1.10452,	-2.48977,	97.259,	15
14157,	-6000113,	39.2618,	2.56288,	1.04638,	256.187,	15
14158,	6000113,	57.6431,	-2.91727,	-2.60101,	534.492,	15
14158,	-6000113,	65.2612,	-2.25441,	0.378795,	314.382,	15
14159,	6000113,	60.1746,	-2.83999,	-2.12249,	516.72,	15
14159,	-6000113,	81.2298,	-3.16374,	2.10597,	962.625,	15
14160,	6000113,	43.1954,	-1.48079,	-0.261759,	99.8653,	15
14160,	-6000113,	41.5543,	0.306613,	2.9918,	43.523,	15
14161,	6000113,	39.8317,	-0.807326,	1.04724,	53.5328,	15
14161,	-6000113,	102.688,	-1.07289,	-2.83603,	167.681,	15
14162,	6000113,	58.5673,	2.40015,	-1.87932,	325.504,	15
14162,	-6000113,	16.2428,	5.1955,	-0.758736,	1465.62,	15
14163,	6000113,	52.1754,	-0.246443,	2.43017,	53.7678,	15
14163,	-6000113,	52.0974,	0.914484,	-0.560908,	75.4425,	15
14164,	6000113,	34.28,	-2.58426,	-2.81436,	228.458,	15
14164,	-6000113,	108.407,	-1.96921,	0.988403,	395.931,	15
14165,	6000113,	71.1211,	-2.7505,	2.08101,	558.813,	15
14165,	-6000113,	78.3708,	-2.6512,	0.171842,	558.061,	15
14166,	6000113,	104.225,	0.70791,	2.31046,	131.449,	15
14166,	-6000113,	52.4518,	1.86727,	-2.72633,	173.751,	15
14167,	6000113,	27.0107,	-4.13076,	-2.0736,	840.591,	15
14167,	-6000113,	52.3514,	-2.00061,	1.7477,	197.073,	15
14168,	6000113,	6.00079,	1.71695,	-2.38268,	17.2437,	15
14168,	-6000113,	28.155,	-2.6016,	0.444564,	190.884,	15
14169,	6000113,	123.215,	-2.38015,	-1.62205,	671.468,	15
14169,	-6000113,	88.7126,	-2.17097,	-0.4064,	393.921,	15
14170,	6000113,	21.7329,	-1.15915,	-1.45825,	38.043,	15
14170,	-6000113,	130.836,	-0.0581759,	1.18712,	131.057,	15
14171,	6000113,	49.6968,	-1.39335,	-2.0061,	106.266,	15
14171,	-6000113,	92.9163,	0.117393,	-1.28568,	93.5572,	15
14172,	6000113,	58.0457,	1.54181,	-1.3048,	141.836,	15
14172,	-6000113,	54.8612,	2.32261,	1.96877,	282.543,	15
14173,	6000113,	245.26,	2.05342,	0.115432,	971.572,	15
14173,	-6000113,	20.4741,	3.57132,	-0.235114,	364.351,	15
14174,	6000113,	91.4989,	-1.04164,	3.1348,	145.792,	15
14174,	-6000113,	16.5574,	-3.11114,	0.55655,	186.197,	15
14175,	6000113,	85.9299,	0.739384,	2.7144,	110.508,	15
14175,	-6000113,	52.4432,	1.59359,	0.843656,	134.374,	15
14176,	6000113,	21.0064,	-1.41845,	-1.77767,	45.9283,	15
14176,	-6000113,	58.367,	-3.475,	2.36799,	943.467,	15
14177,	6000113,	40.1806,	-1.51799,	-0.931094,	96.0761,	15
14177,	-6000113,	41.5269,	0.389069,	1.91187,	44.7098,	15
14178,	6000113,	32.8756,	2.23123,	-2.98109,	154.822,	15
14178,	-6000113,	112.557,	1.76139,	-0.284327,	337.24,	15
14179,	6000113,	55.9572,	0.477656,	1.43345,	62.463,	15
14179,	-6000113,	60.8977,	1.05326,	-1.8644,	97.9172,	15
14180,	6000113,	96.6797,	-0.545744,	-0.261487,	111.438,	15
14180,	-6000113,	52.9403,	-0.798026,	-2.24755,	70.7116,	15
14181,	6000113,	24.8149,	-4.76363,	1.76377,	1453.9,	15
14181,	-6000113,	36.8384,	-2.21604,	-0.958471,	170.929,	15
14182,	6000113,	61.3928,	-0.997308,	2.00979,	94.5402,	15
14182,	-6000113,	63.0981,	-1.22207,	-1.4978,	116.379,	15
14183,	6000113,	55.7323,	0.348926,	0.00833287,	59.1596,	15
14183,	-6000113,	37.7128,	1.92194,	-3.04976,	131.627,	15
14184,	6000113,	63.7075,	1.38424,	1.44154,	135.133,	15
14184,	-6000113,	57.8744,	1.52772,	-1.82837,	139.612,	15
14185,	6000113,	102.603,	1.8856,	-2.29295,	345.879,	15
14185,	-6000113,	40.2344,	2.90883,	2.20235,	369.953,	15
14186,	6000113,	124.688,	0.315664,	2.70599,	130.952,	15
14186,	-6000113,	93.5144,	-0.725617,	2.27897,	119.232,	15
14187,	6000113,	50.5679,	-2.52168,	2.01005,	316.802,	15
14187,	-6000113,	73.4981,	-2.48233,	-1.32174,	442.924,	15
14188,	6000113,	101.362,	2.70648,	-2.93234,	762.406,	15
14188,	-6000113,	38.4488,	2.20222,	-0.523081,	176.011,	15
14189,	6000113,	155.473,	-1.154,	-2.86809,	271.006,	15
14189,	-6000113,	44.0116,	-1.70824,	-1.38841,	125.442,	15
14190,	6000113,	66.8376,	-0.494679,	-0.757802,	75.1835,	15
14190,	-6000113,	51.6948,	0.0525992,	2.4829,	51.7664,	15
14191,	6000113,	94.6254,	0.416026,	2.74859,	102.933,	15
14191,	-6000113,	24.3827,	-1.00715,	-0.0659472,	37.8305,	15
14192,	6000113,	63.8066,	1.22942,	-2.73725,	118.415,	15
14192,	-6000113,	43.9024,	0.0954287,	0.293585,	44.1024,	15
14193,	6000113,	56.1705,	2.39898,	2.69662,	311.824,	15
14193,	-6000113,	71.9891,	2.59328,	-1.06664,	484.066,	15
14194,	6000113,	35.1264,	-0.786146,	-3.04511,	46.5515,	15
14194,	-6000113,	58.3374,	0.905654,	-0.596122,	83.9425,	15
14195,	6000113,	99.9912,	1.65716,	2.22915,	271.73,	15
14195,	-6000113,	71.9388,	1.84796,	0.651587,	233.961,	15
14196,	6000113,	37.9857,	-0.466482,	2.54945,	42.1941,	15
14196,	-6000113,	102.301,	-0.751883,	-0.0186371,	132.605,	15
14197,	6000113,	3.16533,	5.93215,	-1.99976,	596.615,	15
14197,	-6000113,	76.2616,	1.80794,	-2.78581,	238.77,	15
14198,	6000113,	46.6519,	1.21156,	1.88622,	85.2903,	15
14198,	-6000113,	3.26223,	5.74745,	-2.37167,	511.181,	15
14199,	6000113,	50.7296,	-0.748892,	2.37215,	65.6325,	15
14199,	-6000113,	66.4461,	0.224308,	-0.849479,	68.1247,	15
14200,	6000113,	61.1555,	-0.0420494,	1.79324,	61.2096,	15
14200,	-6000113,	52.4302,	-0.886199,	-1.12298,	74.4013,	15
14201,	6000113,	51.5114,	1.2647,	-0.12618,	98.4992,	15
14201,	-6000113,	62.2686,	0.51196,	3.01261,	70.6088,	15
14202,	6000113,	60.449,	-0.134469,	-3.11067,	60.9964,	15
14202,	-6000113,	33.0778,	1.56592,	-0.504697,	82.6279,	15
14203,	6000113,	71.3214,	1.26344,	2.43241,	136.232,	15
14203,	-6000113,	61.0434,	1.67129,	0.190389,	168.084,	15
14204,	6000113,	22.8451,	0.672584,	0.345686,	28.2101,	15
14204,	-6000113,	68.2355,	-1.27636,	-2.64047,	131.784,	15
14205,	6000113,	45.8021,	1.164,	-1.74885,	80.496,	15
14205,	-6000113,	37.5949,	-0.70515,	1.21789,	47.3355,	15
14206,	6000113,	69.613,	0.377514,	-2.81365,	74.6327,	15
14206,	-6000113,	48.1373,	1.07906,	-0.00889892,	78.9892,	15
14207,	6000113,	83.0865,	-2.72879,	2.54782,	638.922,	15
14207,	-6000113,	43.0991,	-3.35127,	-0.0945238,	615.754,	15
14208,	6000113,	108.115,	-0.642585,	0.659507,	131.215,	15
14208,	-6000113,	34.6735,	-1.22649,	-1.83629,	64.1906,	15
14209,	6000113,	42.8702,	2.00587,	1.00493,	162.202,	15
14209,	-6000113,	40.734,	3.76635,	-2.19687,	880.772,	15
14210,	6000113,	18.936,	2.2,	-2.51433,	86.4977,	15
14210,	-6000113,	29.402,	4.95955,	0.335869,	2095.43,	15
14211,	6000113,	44.3724,	0.962077,	-1.01949,	66.5413,	15
14211,	-6000113,	28.8987,	-1.30937,	1.57778,	57.4192,	15
14212,	6000113,	55.5529,	-0.111733,	-1.33572,	55.9,	15
14212,	-6000113,	42.6101,	1.26893,	1.89312,	81.7725,	15
14213,	6000113,	59.1368,	0.0101146,	0.243398,	59.1398,	15
14213,	-6000113,	62.9713,	-0.223863,	-2.84051,	64.5558,	15
14214,	6000113,	15.2022,	-3.4099,	2.97195,	230.276,	15
14214,	-6000113,	30.2073,	-0.0918432,	-0.564596,	30.3347,	15
14215,	6000113,	55.6529,	-0.361379,	-1.85562,	59.3266,	15
14215,	-6000113,	66.4038,	-0.147245,	1.49643,	67.1249,	15
14216,	6000113,	37.1211,	-0.641086,	1.54803,	45.0142,	15
14216,	-6000113,	24.9665,	2.07066,	-2.78557,	100.567,	15
14217,	6000113,	66.2566,	-1.60825,	-2.41015,	172.078,	15
14217,	-6000113,	52.593,	-1.14557,	0.621917,	91.0457,	15
14218,	6000113,	29.3558,	1.83629,	1.63004,	94.4175,	15
14218,	-6000113,	86.3406,	0.269454,	-0.368105,	89.494,	15
14219,	6000113,	51.5915,	2.12578,	-0.503305,	219.231,	15
14219,	-6000113,	50.4195,	3.47615,	1.89483,	815.939,	15
14220,	6000113,	47.1636,	0.645556,	2.78467,	57.3373,	15
14220,	-6000113,	71.7195,	1.34394,	-0.117338,	146.843,	15
14221,	6000113,	95.5713,	-1.60265,	-0.182463,	246.934,	15
14221,	-6000113,	38.4555,	-1.27258,	2.58688,	74.0302,	15
14222,	6000113,	36.5084,	-3.17783,	1.55459,	438.762,	15
14222,	-6000113,	102.732,	-1.48883,	2.26643,	239.24,	15
14223,	6000113,	48.0254,	-1.75599,	-3.03412,	143.162,	15
14223,	-6000113,	51.0273,	-3.16757,	-0.48973,	607.018,	15
14224,	6000113,	23.663,	-1.13001,	0.924823,	40.4485,	15
14224,	-6000113,	99.6168,	0.24334,	-2.32666,	102.581,	15
14225,	6000113,	27.4561,	-3.03019,	2.30505,	284.851,	15
14225,	-6000113,	115.462,	-1.65963,	-2.16557,	314.493,	15
14226,	6000113,	5.47681,	2.47139,	1.10894,	32.6511,	15
14226,	-6000113,	91.2668,	-0.859273,	3.06757,	127.085,	15
14227,	6000113,	4.98544,	0.026019,	-2.25424,	4.98713,	15
14227,	-6000113,	83.5671,	-2.51466,	2.80603,	519.924,	15
14228,	6000113,	114.875,	1.34392,	1.7162,	235.199,	15
14228,	-6000113,	17.21,	3.00447,	-1.39093,	174.038,	15
14229,	6000113,	33.2929,	0.436902,	-1.94077,	36.5213,	15
14229,	-6000113,	65.5124,	-1.32512,	2.46524,	131.955,	15
14230,	6000113,	53.3864,	0.00454266,	0.914822,	53.387,	15
14230,	-6000113,	66.5812,	0.687813,	-1.69431,	82.9614,	15
14231,	6000113,	98.7362,	-2.72186,	-1.09003,	754.068,	15
14231,	-6000113,	30.7852,	-1.786,	2.78544,	94.4057,	15
14232,	6000113,	126.473,	1.52341,	2.88754,	303.905,	15
14232,	-6000113,	116.413,	1.8335,	1.8947,	373.43,	15
14233,	6000113,	68.9282,	-1.70335,	-2.14682,	195.563,	15
14233,	-6000113,	54.2716,	-2.08506,	0.608775,	221.682,	15
14234,	6000113,	8.34128,	2.48874,	0.446304,	50.5863,	15
14234,	-6000113,	29.5567,	-1.6059,	-1.20251,	76.5967,	15
14235,	6000113,	56.2292,	0.696441,	0.43773,	70.4258,	15
14235,	-6000113,	66.6146,	0.697115,	-2.86991,	83.4671,	15
14236,	6000113,	65.6325,	-0.381514,	2.89861,	70.4672,	15
14236,	-6000113,	52.162,	-1.11468,	0.203042,	88.0653,	15
14237,	6000113,	29.1844,	-0.491432,	2.88156,	32.78,	15
14237,	-6000113,	103.045,	1.31987,	-2.82155,	206.611,	15
14238,	6000113,	84.7443,	-0.37291,	2.14227,	90.7052,	15
14238,	-6000113,	48.4385,	-0.701504,	-0.922641,	60.8539,	15
14239,	6000113,	6.89984,	-3.89359,	2.6767,	169.415,	15
14239,	-6000113,	133.935,	-1.25203,	-0.47386,	253.363,	15
14240,	6000113,	59.8897,	1.81516,	1.97267,	188.798,	15
14240,	-6000113,	76.6777,	1.63468,	-0.23975,	204.072,	15
14241,	6000113,	94.8746,	2.60324,	-1.96254,	644.27,	15
14241,	-6000113,	44.1787,	2.59757,	0.455056,	298.327,	15
14242,	6000113,	67.0687,	-1.05239,	0.221963,	107.766,	15
14242,	-6000113,	49.1713,	-1.75147,	-2.83061,	145.955,	15
14243,	6000113,	81.5101,	0.358209,	1.79845,	86.7957,	15
14243,	-6000113,	97.3829,	0.542919,	0.313667,	112.091,	15
14244,	6000113,	54.5631,	0.502579,	-0.94917,	61.6003,	15
14244,	-6000113,	67.4231,	0.865071,	2.52178,	94.2641,	15
14245,	6000113,	69.1084,	-0.0236951,	0.391089,	69.1278,	15
14245,	-6000113,	751.787,	0.292049,	0.0075317,	784.077,	15
14246,	6000113,	222.97,	-0.508892,	0.192461,	252.47,	15
14246,	-6000113,	84.0836,	-0.447643,	1.11523,	92.6497,	15
14247,	6000113,	62.679,	0.371725,	-1.85654,	67.0596,	15
14247,	-6000113,	49.7653,	1.20786,	1.22526,	90.7012,	15
14248,	6000113,	76.3258,	0.217525,	-2.29731,	78.1387,	15
14248,	-6000113,	34.0131,	-1.17698,	1.62421,	60.4206,	15
14249,	6000113,	53.657,	-3.29876,	-2.34196,	727.483,	15
14249,	-6000113,	55.3001,	-2.3514,	0.830424,	292.965,	15
14250,	6000113,	123.712,	-0.204458,	-1.04104,	126.306,	15
14250,	-6000113,	32.5999,	1.3286,	-0.113381,	65.8617,	15
14251,	6000113,	71.8509,	-3.29371,	0.438537,	969.262,	15
14251,	-6000113,	42.6372,	-2.47202,	-2.51763,	254.347,	15
14252,	6000113,	73.5065,	-2.2002,	2.70493,	335.836,	15
14252,	-6000113,	43.9546,	-0.86515,	-0.783509,	61.4562,	15
14253,	6000113,	66.8866,	-0.672581,	0.503565,	82.5941,	15
14253,	-6000113,	52.2866,	-0.153898,	-2.37672,	52.907,	15
14254,	6000113,	158.448,	-2.63892,	-0.408563,	1114.65,	15
14254,	-6000113,	26.2335,	-3.30566,	1.69319,	358.129,	15
14255,	6000113,	214.093,	1.27466,	2.25621,	412.881,	15
14255,	-6000113,	42.1994,	1.67433,	-2.74532,	116.527,	15
14256,	6000113,	128.816,	0.562286,	2.32217,	149.721,	15
14256,	-6000113,	56.1452,	0.939129,	-2.43624,	82.7783,	15
14257,	6000113,	54.2278,	-1.28377,	-2.18262,	105.398,	15
14257,	-6000113,	48.278,	-2.49125,	0.825772,	293.511,	15
14258,	6000113,	48.4647,	0.0537767,	2.62599,	48.5348,	15
14258,	-6000113,	63.7008,	0.914422,	-0.72692,	92.2414,	15
14259,	6000113,	57.5151,	1.6503,	0.813167,	155.306,	15
14259,	-6000113,	62.1755,	1.28343,	-2.21653,	120.81,	15
14260,	6000113,	43.9159,	0.332183,	1.61924,	46.3612,	15
14260,	-6000113,	58.8216,	1.52971,	-1.41811,	142.155,	15
14261,	6000113,	94.3308,	1.17624,	2.38234,	167.465,	15
14261,	-6000113,	39.6444,	-0.0253639,	0.722719,	39.6571,	15
14262,	6000113,	52.1296,	1.86476,	1.2339,	172.271,	15
14262,	-6000113,	65.1664,	1.16792,	-1.49553,	114.899,	15
14263,	6000113,	57.6599,	0.338129,	3.11573,	60.9876,	15
14263,	-6000113,	53.7287,	-0.931724,	1.06082,	78.7865,	15
14264,	6000113,	44.54,	4.07644,	-0.773917,	1312.87,	15
14264,	-6000113,	64.8491,	2.96085,	1.85044,	627.941,	15
14265,	6000113,	96.3892,	1.40653,	-2.2081,	208.527,	15
14265,	-6000113,	6.0184,	4.59534,	-0.0660622,	298.008,	15
14266,	6000113,	39.2391,	-1.98518,	-2.92193,	145.532,	15
14266,	-6000113,	10.0824,	1.56237,	1.47225,	25.104,	15
14267,	6000113,	55.5077,	-3.30076,	-0.300131,	754.077,	15
14267,	-6000113,	69.6698,	-2.60662,	2.01706,	474.695,	15
14268,	6000113,	46.4345,	3.88826,	-2.53242,	1134.07,	15
14268,	-6000113,	72.973,	2.34353,	-1.0291,	383.617,	15
14269,	6000113,	16.5814,	-0.843693,	-1.81738,	22.8413,	15
